GENE,HUVECs_2,HUVECs_3,HUVECs_4,HDLECs_1,HDLECs_2,HDLECs_3
RECQL5,803,883,866,571,797,888
SMIM5,25,25,12,13,9,11
SMIM6,3,6,3,3,11,3
LOC107985013,66,98,76,46,67,60
SAP30BP,2820,2877,2565,2443,1943,1952
ITGB4,1121,5995,1388,3185,5547,3845
GALK1,1445,1749,1295,1633,1488,1685
H3-3B,9962,10717,10593,10125,8281,9836
MIR4738,0,0,0,0,0,0
UNK,1683,1573,1435,1470,1456,1737
UNC13D,304,265,135,627,1157,479
WBP2,5281,6019,5452,6901,8814,7954
TRIM47,2915,2969,2652,3615,5686,5455
TRIM65,2361,2594,2182,1718,1576,1619
MRPL38,2403,2786,2102,2509,1937,1828
FBF1,307,311,339,274,265,275
ACOX1,5073,5029,5380,4504,4480,4201
TEN1-CDK3,2,2,2,2,1,0
TEN1,0,0,0,0,0,0
CDK3,0,0,0,0,0,0
EVPL,0,1,0,0,0,1
SRP68,4537,4972,4717,4343,3928,3710
GALR2,30,17,18,24,14,11
ZACN,2016,1889,2027,1741,1937,1934
EXOC7,9563,9473,9822,8445,9179,8633
MIR6868,0,1,1,0,0,0
LOC101928447,0,0,0,0,0,0
FOXJ1,0,0,0,1,1,0
RNF157-AS1,6,9,4,19,3,39
RNF157,52,32,27,102,39,287
LOC105371896,1,0,1,0,0,4
LOC107985019,2,5,2,3,3,1
UBALD2,2633,2491,2137,2380,2107,2668
QRICH2,362,307,241,274,431,514
PRPSAP1,3431,3739,3563,4099,4819,5088
SPHK1,2614,2764,1435,7320,11510,13398
UBE2O,2602,2278,2290,1808,2102,2016
AANAT,8,7,1,10,2,6
RHBDF2,1613,1455,1208,2970,2926,2867
CYGB,8,8,4,294,290,279
PRCD,4,8,8,83,71,80
SNHG16,15625,14438,14129,13282,11503,8585
SNORD1C,5,10,1,5,3,0
SNORD1B,0,1,2,1,0,0
SNORD1A,5,7,1,0,1,2
ST6GALNAC2,43,86,70,16,11,3
LOC122455342,2,1,0,0,0,0
ST6GALNAC1,17,45,19,0,0,0
LOC105274304,38,23,24,90,69,41
MXRA7,4493,4150,4931,12060,8025,6157
JMJD6,868,845,795,699,515,634
METTL23,720,804,618,683,702,723
SRSF2,8143,8332,7329,7809,5905,6601
MIR636,0,0,0,0,0,0
MFSD11,4046,4643,3843,4036,3629,3842
LINC02080,2,5,2,7,2,1
LOC107985089,0,0,0,1,0,0
LINC00868,0,0,0,0,0,0
MGAT5B,155,107,111,42,40,28
LOC105371899,0,0,0,0,0,0
SNHG20,204,140,162,167,146,69
SEC14L1,47636,34026,48483,31567,28539,18950
SCARNA16,5,5,2,7,7,14
MIR6516,2,0,0,1,1,0
LOC105371900,20,11,18,9,6,2
LOC105371901,101,65,113,81,37,14
LACAT1,0,0,0,0,0,0
SEPTIN9-DT,0,0,0,0,0,0
SEPTIN9,12851,12642,12146,14680,21096,26429
MIR4316,0,0,0,0,1,0
LOC112268199,22,9,9,8,4,19
LOC112268198,15,11,3,3,3,4
LOC105371903,5,5,3,9,4,1
LOC400622,0,0,0,0,0,0
LOC100507351,0,0,0,0,0,0
LOC107985079,0,0,0,0,0,0
LINC01987,0,0,0,0,0,0
LOC105371908,0,0,0,0,0,0
LINC01973,0,0,0,0,0,0
LOC107985087,0,0,0,0,0,0
LOC105371909,0,0,0,0,0,0
TNRC6C,2359,2240,2452,1576,2432,2374
LOC107985010,17,12,5,12,7,5
TMC6,1344,1528,1538,1968,2067,1706
TMC8,9,15,11,27,46,40
C17orf99,0,0,0,0,0,0
SYNGR2,5084,6641,6284,5436,5606,5043
TK1,1802,2335,1451,1524,1026,942
LOC107985050,288,338,250,246,189,134
AFMID,1566,1919,1428,1737,2003,1681
BIRC5,2924,2994,2032,2505,1363,889
TMEM235,4,6,2,2,6,20
LOC105371910,6,3,3,2,76,3
LINC01993,0,0,0,1,0,1
LOC105371912,16,8,6,33,47,43
SOCS3,839,843,650,1269,2199,2457
SOCS3-DT,6,5,5,5,7,3
PGS1,1750,1712,1367,1362,1155,1234
DNAH17,214,200,153,149,171,146
LOC107985047,0,0,0,0,0,0
DNAH17-AS1,1,0,3,1,3,1
SCAT1,0,0,0,0,0,0
LOC112268196,946,963,962,619,720,606
CYTH1,2329,2262,2290,1429,1590,1397
USP36,2864,2429,2425,2155,1886,2097
TIMP2,29385,28245,31573,33590,50508,58298
CEP295NL,34,5,16,19,11,16
LGALS3BP,19,17,17,64,109,46
CANT1,7236,7542,8004,7042,6750,6238
C1QTNF1-AS1,0,0,0,12,17,3
C1QTNF1,177,205,233,857,1279,875
ENGASE,776,708,621,596,464,492
RBFOX3,19,4,6,2,2,10
MIR4739,0,0,0,0,0,0
LINC02078,0,0,0,0,0,0
ENPP7,0,0,0,0,0,0
CBX2,2279,2392,2071,788,555,728
CBX8,101,92,107,128,161,168
LOC102723961,0,0,0,1,1,4
LINC01977,2,0,0,1,1,0
CBX4,824,805,779,1184,1406,1592
LINC01979,2,0,5,1,3,3
LINC01978,2,0,1,1,0,0
TBC1D16,9342,7842,8207,5958,9836,12764
CCDC40,58,82,78,75,89,107
MIR1268B,0,0,0,0,0,0
GAA,6746,6676,7599,5574,7432,10833
EIF4A3,3544,3865,3722,3594,3221,3212
CARD14,69,76,53,66,96,73
SGSH,4014,3567,4071,2858,3545,2999
SLC26A11,1114,1160,1091,880,1097,1070
RNF213,10925,9425,11091,12539,12421,13217
RNF213-AS1,442,358,450,428,478,544
ENDOV,592,643,660,637,589,745
MIR4730,1,1,0,0,0,0
NPTX1,57,24,60,321,814,233
RPTOR,3550,3087,3141,2799,3148,3075
LOC105371922,1,4,3,1,1,0
LOC107985021,21,14,7,20,11,8
LOC101928855,17,3,5,6,0,3
LOC107985022,0,5,2,0,1,1
LOC400627,67,41,43,35,46,48
CHMP6,1749,1913,1710,1506,1485,1453
LOC100129503,169,145,155,101,73,99
BAIAP2-DT,2105,1943,2113,993,1111,1066
BAIAP2,783,913,732,1785,3945,5561
LOC107987250,62,68,43,116,217,312
AATK,385,351,360,523,667,385
MIR657,0,0,0,0,1,0
MIR3065,0,0,0,0,0,0
MIR338,1,0,0,0,0,0
MIR1250,1,0,1,0,0,0
PVALEF,0,0,0,0,0,0
CEP131,673,657,625,442,450,449
TEPSIN,920,917,816,720,652,622
LOC105371925,363,378,308,294,286,237
NDUFAF8,218,324,229,314,211,258
SLC38A10,7106,6954,7583,6898,7935,6994
LINC00482,6,1,7,20,42,71
TMEM105,0,0,0,0,0,0
LOC112268186,12,9,2,5,7,11
LOC100130370,4,9,2,4,3,4
BAHCC1,1726,1823,1536,1293,1520,2198
MIR4740,5,0,1,1,2,1
MIR3186,2,1,0,0,1,0
LOC105371926,7,12,2,7,0,3
LOC112268189,92,123,85,79,84,150
LINC01971,0,1,1,0,0,0
ACTG1,253074,261912,278249,265239,218159,207061
FSCN2,79,57,45,42,45,38
FAAP100,3112,2888,2952,2060,2265,2565
NPLOC4,10383,9352,9731,8997,8815,7728
TSPAN10,35,21,39,9,62,92
PDE6G,76,68,50,72,184,184
OXLD1,437,556,502,390,425,453
CCDC137,1180,1208,1053,914,738,701
ARL16,858,1104,1012,938,793,683
HGS,6918,7324,6165,5921,4872,4422
MIR6786,0,0,0,0,0,1
MRPL12,2538,3070,2503,2633,1885,1816
SLC25A10,799,793,666,603,463,406
LOC105371929,0,0,0,0,1,0
LOC105376789,0,1,0,0,0,0
GCGR,0,0,0,0,0,0
MCRIP1,1,1,0,0,1,0
PPP1R27,0,0,0,0,0,0
P4HB,58807,56906,68121,50344,56985,49120
ARHGDIA,28752,28087,25704,29546,25542,24576
ALYREF,2435,2554,2086,2272,1548,1632
ANAPC11,1792,2198,1896,1834,1291,1340
PCYT2,1521,1777,1514,1727,1594,1439
NPB,40,44,43,47,50,44
SIRT7,446,472,354,392,269,285
MAFG,2486,2042,2085,1903,2057,2142
MAFG-DT,93,117,118,70,47,67
PYCR1,3358,3113,3231,3008,2324,1884
MYADML2,6,3,6,1,5,2
NOTUM,10,3,7,6,6,9
LOC105371939,3,0,2,1,0,3
ASPSCR1,1109,1212,1091,977,858,887
CENPX,1094,1205,917,944,719,616
LRRC45,854,830,672,447,456,423
RAC3,1277,1629,1119,609,396,463
DCXR,1267,1642,1556,1621,994,904
DCXR-DT,2,0,2,2,1,2
RFNG,1532,1963,1507,1472,1366,1336
GPS1,5366,6052,5127,5025,4238,4280
DUS1L,2339,2667,2004,2283,1479,1683
FASN,14325,12908,11263,9045,7786,7487
SNORD134,8,12,9,7,5,10
CCDC57,585,586,356,294,165,236
SLC16A3,4229,3405,3504,4756,3886,2667
MIR6787,0,0,0,0,0,0
CSNK1D,9535,9099,8933,9576,8456,7764
LINC01970,11,4,2,0,2,3
LOC107985059,0,0,0,0,0,0
CD7,0,0,2,1,0,6
SECTM1,47,62,29,59,24,27
TEX19,0,0,2,1,2,0
UTS2R,2,0,0,1,2,3
OGFOD3,1433,1435,1437,1575,1606,1384
HEXD,535,612,456,418,402,590
HEXD-IT1,3,1,2,0,0,0
CYBC1,1853,1854,1787,1723,1647,1719
NARF-AS2,49,75,51,56,53,83
NARF,2280,2385,2512,3561,4506,5719
TRX-CAT1-8,1,3,0,3,2,2
FOXK2,5343,5249,5410,4122,3773,3905
LOC105371942,444,381,439,308,277,296
WDR45B,4890,4561,4710,4401,4090,3985
RAB40B,480,456,476,424,459,419
MIR4525,0,0,0,0,0,0
LOC105376791,0,0,1,0,0,0
LOC101929552,0,0,1,1,0,2
FN3KRP,1354,1541,1470,1605,1157,1237
FN3K,816,899,826,507,688,746
TBCD,3083,3029,2717,2765,2631,2715
ZNF750,13,20,22,24,18,31
B3GNTL1,63,57,48,61,129,84
METRNL,78,92,31,2,198,8
LOC107987251,38,65,32,62,93,167
LOC101930496,2,1,8,47,63,127
LOC101929650,0,3,0,1,2,3
LOC105371948,0,0,0,5,1,0
LOC100505909,1,4,0,0,0,0
RPL23AP87,3,4,25,4,4,3
MGC70870,0,2,0,1,0,0
LOC105379279,0,0,0,0,0,0
LOC105379280,4,1,1,0,2,0
LOC105379281,0,0,0,0,0,0
LINC02564,0,0,0,0,0,0
LOC105371950,0,0,0,0,0,0
TUBB8B,3,0,1,0,1,1
ROCK1P1,4,12,7,6,17,5
MIR8078,0,2,0,0,0,0
LOC105371951,0,1,0,0,0,1
USP14,7622,7525,7770,8372,7226,6734
THOC1,1627,1637,1529,1287,989,1087
COLEC12,3630,3243,4725,8960,17905,24166
LOC107985155,10,0,1,10,4,7
LINC01925,2,1,2,0,4,3
CETN1,0,0,0,0,0,0
CLUL1,15,10,9,12,25,24
LOC105371952,7,3,8,3,3,4
TYMSOS,803,857,625,705,316,361
TYMS,5481,5696,4145,4711,2138,2030
ENOSF1,4290,4560,3282,3707,2083,1894
YES1,10958,12432,10689,13789,13750,14000
ADCYAP1,0,0,0,0,0,0
LINC01904,0,0,0,0,0,0
LOC107985165,0,0,0,0,0,0
LOC105371953,1,2,0,1,0,0
LINC00470,1,3,1,0,0,0
LOC105371954,1,0,0,0,0,0
LOC105371960,0,0,0,0,0,0
LOC105371959,0,0,0,0,0,0
LOC105371958,0,0,0,0,0,0
LOC105371957,0,0,0,0,0,0
LOC105371956,0,0,0,3,3,2
LOC105371961,0,0,0,0,0,0
METTL4,772,680,754,937,675,796
NDC80,932,1008,773,744,385,244
CBX3P2,24,25,19,20,9,17
SMCHD1,4482,4432,4498,3919,3954,4280
EMILIN2,214,257,151,179,70,82
LPIN2,2648,2870,2897,3728,4071,4182
CHORDC1P4,22,22,7,11,11,8
LOC105371963,9,2,1,1,2,3
MYOM1,14,13,13,11,27,34
LOC101927044,12,8,8,4,6,9
MYL12A,24314,25133,25287,32371,26126,24637
MYL12-AS1,9076,9748,10121,11658,10943,9771
MYL12B,16980,18160,20374,17814,26113,22822
LINC01895,0,0,0,0,0,0
TGIF1,2093,2378,2559,2010,1830,2244
LOC105371965,4,4,5,1,0,2
GAPLINC,66,42,59,2,1,1
DLGAP1,132,49,26,77,23,82
DLGAP1-AS1,220,232,147,344,264,254
DLGAP1-AS2,156,216,107,237,437,313
LOC105371967,2,10,1,3,3,0
LOC107985137,1,0,0,2,0,2
DLGAP1-AS3,0,0,0,0,0,1
MIR6718,0,0,0,0,0,0
DLGAP1-AS4,2,0,0,0,0,0
DLGAP1-AS5,9,0,0,0,1,1
LOC105371968,0,0,0,0,0,0
LINC01892,0,0,0,0,0,0
AKAIN1,0,0,0,0,0,0
LINC00526,37,36,45,39,26,39
LINC00667,1074,953,996,1195,727,1108
ZBTB14,1125,1175,1242,969,1090,1268
LOC107985144,0,0,0,0,0,0
LOC105371970,6,2,2,0,0,0
EPB41L3,6799,6741,7910,1994,585,891
LOC107985145,8,5,7,0,0,0
LOC100286986,1,0,2,0,0,0
MIR3976HG,3,15,3,0,0,0
MIR3976,0,0,0,0,0,0
TMEM200C,42,139,109,0,0,0
LOC121725015,2,7,2,1,0,8
L3MBTL4,5,19,7,322,569,785
L3MBTL4-AS1,0,0,0,2,1,1
MIR4317,0,0,0,0,0,0
LINC01387,0,0,0,0,0,0
LOC105371972,0,0,1,0,0,0
LOC107985176,0,0,1,0,0,0
ARHGAP28-AS1,82,187,99,15,31,15
ARHGAP28,4026,5699,5925,237,744,274
LINC00668,0,0,0,0,0,0
LAMA1,6,15,3,13,17,13
LOC101927188,0,2,0,0,1,0
LRRC30,0,0,0,0,0,0
LOC105371973,0,0,0,0,0,0
LOC105371974,2,0,0,0,0,3
LOC105371975,1,2,0,0,0,0
LOC112577592,0,0,0,0,0,0
LOC105371976,4,4,5,6,0,3
PTPRM,7145,7604,6799,3836,3482,4298
LOC107985119,28,17,9,4,5,4
LOC100192426,2,10,1,2,0,1
RAB12,3448,3187,3274,3236,2464,2596
GACAT2,12,10,13,6,3,8
MTCL1,2611,1939,2088,1168,812,665
NDUFV2,3811,4699,3794,4820,4111,3499
NDUFV2-AS1,30,32,17,30,18,23
ANKRD12,2111,2148,2465,2261,2454,2564
LOC107985188,1,3,2,2,1,0
TWSG1-DT,79,62,79,35,40,20
TWSG1,9481,7810,10972,6570,6590,4770
LOC105371980,2,1,0,7,4,8
RALBP1,6214,6151,6456,6088,5926,5844
PPP4R1,9148,9596,9049,8184,7573,7487
PPP4R1-AS1,9,20,13,18,22,18
LINC02856,0,0,0,0,0,0
RAB31,3149,4027,3179,5427,7106,10752
LOC105371981,10,9,1,18,5,16
TXNDC2,9,7,5,9,3,4
LOC105371982,0,1,2,3,4,0
VAPA,8376,10175,8785,8523,7325,7873
LOC105371983,0,0,0,0,0,0
LOC105371984,0,0,0,0,0,0
LOC105371985,1,0,0,0,0,0
LOC105371986,0,0,0,0,0,0
LOC105371989,0,0,0,0,0,0
LOC105371988,0,0,1,0,0,0
LINC01254,0,0,1,0,0,0
APCDD1,122,507,93,1,3,0
NAPG,1989,2027,2125,2470,2417,2157
LOC105371990,0,0,0,0,0,0
LINC01887,1,0,7,0,2,1
LOC107987262,0,0,0,0,0,0
LOC101927410,2,0,2,7,23,28
PIEZO2,1627,1543,2419,22355,54510,66916
MIR6788,0,0,0,0,0,0
LOC105371992,0,0,0,1,0,1
LOC105371993,0,0,0,0,0,0
LOC105371995,0,0,0,0,0,0
LOC107985173,0,0,0,0,0,0
LINC01928,0,0,0,0,0,0
LINC01255,0,0,0,0,0,0
SLC35G4,0,0,0,0,0,0
MIR7153,0,0,0,0,0,0
GNAL,241,248,231,263,256,301
CHMP1B,4042,4089,4538,4752,5103,5444
MPPE1,541,581,581,687,609,638
LOC101927511,13,10,9,6,3,2
IMPA2,222,316,201,138,206,399
ANKRD62,0,0,0,0,0,0
C18orf61,1,0,4,13,4,3
CIDEA,4,35,23,47,5,8
LOC105371996,0,2,1,1,0,0
TUBB6,17699,18380,15235,27753,14511,14123
AFG3L2,3913,4038,3770,4047,3407,3574
LOC107985154,239,251,278,251,234,192
PRELID3A,150,152,110,104,60,49
LOC105371998,209,174,153,161,157,157
SPIRE1,2706,2653,2523,2477,2040,1995
PSMG2,1788,2031,1921,2049,1829,1798
CEP76,483,482,530,578,465,428
LINC01882,0,0,0,0,0,0
PTPN2,840,1074,981,1072,956,968
SEH1L,2228,2405,2410,2526,2105,2211
CEP192,2318,2523,2396,2217,2230,2316
LDLRAD4,626,817,977,1137,1851,2367
C18orf15,0,0,0,0,0,0
LDLRAD4-AS1,84,109,88,33,77,89
MIR5190,0,0,0,0,0,0
LOC107985120,25,7,21,15,25,31
LOC102724615,5,0,0,1,3,2
MIR4526,0,0,1,0,0,0
FAM210A,1113,1101,1301,1779,1438,1273
RNMT,2870,2395,3351,4088,4113,3311
MC5R,2,0,0,0,0,0
MC2R,0,0,0,0,0,0
ZNF519,106,99,119,90,60,83
ANKRD20A5P,0,0,2,0,0,0
CYP4F35P,0,0,0,0,0,0
LOC105372003,0,0,0,0,0,0
CXADRP3,0,0,0,0,0,0
POTEC,0,0,1,0,0,0
LOC105372004,0,0,1,0,0,0
LOC105372006,0,0,0,0,0,0
LOC105372005,0,0,0,0,0,0
LOC105372007,0,0,0,0,0,0
ANKRD30B,0,0,0,3,1,0
LOC105372008,0,0,0,0,0,0
MIR3156-2,0,0,0,0,0,0
LINC01906,0,0,0,1,0,0
LOC105372010,0,0,0,0,0,1
LINC01443,1,1,4,37,69,29
LINC01444,1,0,1,31,46,12
LOC644669,0,0,0,0,0,0
ROCK1,5662,5377,6005,5925,6377,5998
LOC107985161,1,0,1,0,0,0
GREB1L-DT,1,0,0,1,7,4
GREB1L,190,117,99,1248,1857,1055
LOC101927521,6,5,6,60,80,57
ESCO1,1074,1015,1144,1232,1022,1043
SNRPD1,1861,2078,2007,2405,1648,1475
ABHD3,91,119,107,135,136,130
MIR320C1,2,1,1,0,2,0
LOC105376866,1,0,0,0,1,0
MIB1,7910,7571,9259,6930,7435,7444
MIR133A1HG,24,7,5,8,0,5
MIR133A1,0,0,0,0,0,0
MIR1-2,0,0,0,0,0,0
LOC105372016,0,0,0,0,0,0
LINC01900,0,0,0,0,0,0
GATA6-AS1,15,8,17,0,1,0
GATA6,1455,2019,1485,5,31,2
LOC105372017,0,0,0,0,0,0
LOC105372018,0,0,0,0,0,0
LOC101927548,0,0,0,0,0,0
LOC105372019,12,19,5,0,0,0
CTAGE1,0,0,0,0,0,0
LOC101927571,0,0,0,1,1,2
RBBP8,932,1142,988,1090,972,1189
MIR4741,0,0,0,0,0,0
CABLES1,6400,5831,9314,4195,5227,6431
TMEM241,622,645,668,803,517,590
RIOK3,3767,4230,4190,4954,4603,4453
RMC1,1012,1033,1103,1231,1232,1137
NPC1,1989,1850,1667,3022,3584,2957
ANKRD29,48,58,40,110,138,153
LAMA3,789,743,620,943,905,922
LOC107985181,4,1,2,1,0,1
LINC02958,0,0,0,0,0,0
TTC39C,378,519,527,121,221,68
TTC39C-AS1,1,0,2,1,0,0
LOC112268213,38,30,39,10,13,5
CABYR,123,133,60,67,45,21
OSBPL1A,1070,1058,1083,1112,1041,1240
MIR320C2,0,0,0,0,0,0
IMPACT,2481,2707,2988,2683,2469,2343
HRH4,0,4,3,3,2,3
LOC105372026,0,0,0,0,0,0
LINC01915,0,1,0,0,0,1
LOC105372027,0,0,0,0,0,0
LOC105372028,0,0,0,0,0,0
LOC105372029,0,0,0,0,0,0
LINC01894,5,3,3,1,2,7
LOC107985141,5,11,8,2,5,7
ZNF521,10479,10946,12486,8399,11031,13138
LOC107987256,92,51,46,38,73,59
LOC105372031,92,40,24,35,26,21
SS18,3223,2799,3261,2944,2540,2407
PSMA8,1,0,0,0,0,0
TAF4B,315,372,325,224,207,128
LOC105372034,0,0,0,0,0,0
LOC107985142,0,0,0,0,0,0
LINC01543,0,0,0,0,0,0
KCTD1,907,829,919,618,582,668
MIR8057,0,0,0,0,0,0
LOC102725227,1,0,3,0,0,3
PCAT18,0,0,0,0,0,0
LOC105372035,0,0,0,0,0,0
AQP4,0,0,0,0,0,0
AQP4-AS1,0,0,0,0,0,0
CHST9,0,0,0,0,0,0
LOC105372036,0,0,0,0,0,0
LOC107985143,0,0,0,0,0,0
LINC01908,0,0,0,0,0,0
LOC105372038,0,0,0,0,0,0
LOC105372040,0,0,0,0,0,0
LOC105372041,0,0,0,0,0,0
LOC107985126,0,0,0,0,0,0
LOC105372042,0,0,0,0,0,0
CDH2,3726,1314,4274,527,233,27
LOC105372043,0,0,0,0,0,0
LOC105372044,0,0,0,0,0,0
LOC105372045,0,0,0,0,0,0
MIR302F,0,0,0,0,0,0
LOC105372046,0,0,0,0,0,0
LOC105372047,0,0,0,0,0,0
DSC3,0,2,4,3,2,1
DSC2,1,0,1,5,8,6
DSCAS,0,0,0,0,0,0
DSC1,0,0,0,0,0,0
LOC105372049,0,0,0,0,0,0
DSG1,0,0,0,0,6,1
DSG1-AS1,0,0,0,0,0,0
DSG4,1,0,0,0,0,0
DSG3,0,1,0,0,0,0
DSG2,0,0,1,335,7957,2669
DSG2-AS1,0,0,0,16,479,154
TTR,0,0,0,0,0,0
B4GALT6,2158,1903,2151,1548,1796,1050
SLC25A52,1,2,0,1,0,0
TRAPPC8,3119,3174,3370,3925,3555,3753
RNF125,609,1113,822,809,1371,1555
RNF138,2485,2724,2550,2181,2095,2097
MEP1B,0,1,0,1,1,0
GAREM1,129,124,101,57,33,71
WBP11P1,0,0,0,0,0,0
KLHL14,9,6,6,78,217,277
LOC112268208,0,0,1,1,0,2
LOC105372055,0,0,0,1,13,9
LOC105372058,0,0,0,0,0,0
LOC107985186,0,0,0,0,0,0
CCDC178,104,129,99,0,0,0
LOC105372059,2,1,0,0,0,0
ASXL3,54,74,78,3,1,22
LOC107985157,1,1,3,0,0,0
NOL4,0,0,0,0,0,0
DTNA,506,496,589,358,234,91
LOC105372061,35,13,26,14,15,2
MAPRE2,10988,10011,11737,5286,6030,7146
ZNF397,917,1008,1012,943,996,1154
ZSCAN30,701,713,717,645,607,575
ZNF271P,1688,1843,1744,1762,1469,1278
LOC107985139,702,782,817,816,744,834
ZNF24,4110,4220,4826,4892,4545,5108
ZNF396,56,70,58,62,62,55
LOC105372063,35,13,11,8,21,29
INO80C,762,955,765,699,566,565
GALNT1,25793,25559,30529,15245,23905,21883
MIR3975,14,1,0,5,2,3
LOC105372065,26,7,10,2,6,5
LOC105372064,1582,1615,1923,917,1405,1368
MIR187,1,0,0,0,0,1
MIR3929,0,0,0,0,3,0
LOC105372066,3,4,3,5,2,4
C18orf21,672,811,811,754,702,703
RPRD1A,3905,4570,4699,4735,3449,3369
SLC39A6,1116,825,1083,1056,1051,990
ELP2,3570,3899,4182,3675,3361,3189
COSMOC,37,57,53,61,57,43
MOCOS,97,178,134,320,71,92
FHOD3,49,32,39,285,56,81
LOC105372071,0,1,0,0,0,0
TPGS2,9787,11942,10509,8637,11356,11587
KIAA1328,1108,1155,1225,1054,1144,960
LOC105372069,2,1,0,1,0,2
CELF4,4,1,1,1,0,10
LOC105372068,0,0,0,0,0,0
SNORA111,0,0,0,0,0,0
LOC107985118,0,0,0,0,0,0
MIR4318,0,0,0,0,0,0
LOC102724417,0,0,0,0,0,0
LOC105372073,0,0,0,0,0,0
LOC105372072,0,0,0,0,0,0
LOC105372074,0,0,0,0,0,0
LOC112268212,0,0,0,0,0,0
LOC105372076,0,0,0,0,0,0
LOC105372077,0,0,0,0,0,0
MIR924HG,42,33,43,88,45,19
LOC112268214,7,4,3,2,1,0
LOC101927879,8,1,0,2,3,3
MIR924,3,0,0,0,0,0
LOC101927857,18,8,3,10,2,2
MIR5583-2,0,0,0,0,0,0
MIR5583-1,0,0,0,0,0,0
LINC01902,7,1,0,12,6,2
LINC01901,0,1,0,0,0,0
LOC105372081,0,0,0,1,0,0
LINC01477,0,0,0,0,0,0
LOC105372082,0,0,0,0,0,0
LOC107985132,0,0,0,0,0,0
LOC105372084,0,0,0,0,0,0
LOC107985168,0,0,0,0,0,0
KC6,2,1,0,0,0,0
LOC105372083,0,0,0,0,0,0
LOC105372085,0,0,0,0,0,0
PIK3C3,2371,2252,2814,2781,2991,2825
LINC00907,4,3,7,4,0,0
RIT2,0,0,0,0,0,0
SYT4,4,5,3,0,0,0
LOC105372088,0,0,0,0,0,0
LOC105372087,0,0,0,0,0,0
LINC01478,3,8,2,1,2,1
LINC01601,0,0,0,0,0,0
LOC105372089,1,1,2,0,3,1
SETBP1-DT,16,63,50,6,45,44
SETBP1,1318,3027,2535,266,983,1141
MIR4319,0,2,0,0,0,0
LOC105372091,0,0,0,0,0,0
LOC101927961,0,0,0,0,0,1
SLC14A2,2,0,2,1,3,1
SLC14A2-AS1,0,0,0,0,0,0
LOC107985153,0,0,0,0,0,0
LOC105372093,4,0,2,0,0,0
LOC105372092,2,0,0,0,0,0
SLC14A1,1,5,0,0,0,0
EPG5,2811,2489,3044,3043,3519,2838
SIGLEC15,6,13,8,39,21,17
PSTPIP2,674,591,523,349,61,70
ATP5F1A,21836,25989,23094,22839,21375,20668
TRK-CTT6-1,2,1,1,1,1,1
HAUS1,1770,1754,1413,1518,1084,1103
C18orf25,1801,1680,1802,2243,1765,1825
RNF165,0,0,0,0,0,0
LOC105372095,0,0,0,0,0,0
LOXHD1,0,0,0,0,0,0
LOC105372096,0,0,0,0,1,0
ST8SIA5,4,3,7,3,2,1
ST8SIA5-DT,5,2,4,5,0,5
PIAS2,1946,1779,1910,1786,1877,2014
KATNAL2,83,78,72,36,23,34
ELOA2,1,1,0,0,0,0
LOC105372098,19,18,12,15,8,13
HDHD2,606,700,741,1158,1147,1257
IER3IP1,2425,2299,2698,2931,2780,2415
SKOR2,0,0,0,0,0,0
MIR4527HG,0,0,0,6,1,0
MIR4527,0,0,0,0,0,0
LOC105372100,0,0,0,0,0,0
SMAD2,8704,8484,9307,9569,9162,9550
LOC105372101,0,0,0,0,0,0
ZBTB7C,0,0,0,3,2,4
ZBTB7C-AS1,0,0,0,0,1,0
ZBTB7C-AS2,0,0,0,0,0,0
CTIF,4,4,0,3,8,10
LOC107987258,8,3,2,6,3,4
MIR4743,0,0,0,0,0,0
LOC105372107,0,0,0,0,0,0
LOC107985147,0,0,0,0,0,0
LOC105372106,0,0,0,0,0,0
LOC105372105,0,0,0,0,0,0
SMAD7,416,368,458,108,133,121
LOC105372108,0,0,0,1,0,0
DYM-AS1,4,1,9,5,1,1
DYM,3564,3976,3824,3028,2936,2853
MIR4744,0,0,0,0,2,0
C18orf32,194,149,206,158,151,185
RPL17-C18orf32,0,0,0,0,0,0
MIR1539,1,0,1,0,0,0
RPL17,153,125,58,172,106,96
SNORD58C,7,8,1,1,1,2
SNORD58A,16,10,11,9,4,4
SNORD58B,0,0,0,0,0,0
LINC02837,0,0,0,0,0,0
LIPG,1984,1454,1491,4116,157,225
LOC105372112,1,0,0,0,0,0
LOC112268210,0,1,0,0,0,0
LOC107984031,0,0,0,0,0,0
ACAA2,2342,2789,2675,2347,1071,1254
SNHG22,17,23,19,27,8,1
SCARNA17,182,98,133,88,79,97
MYO5B,84,121,100,153,28,12
MIR4320,0,0,0,0,0,0
CFAP53,9,20,24,19,20,12
MBD1,3540,3362,3469,3409,3070,2923
CXXC1,2263,2568,2353,1659,1460,1603
LOC105372114,0,0,0,0,0,0
SKA1,0,0,0,0,0,0
LOC105372115,0,0,0,0,0,0
MAPK4,0,0,0,0,0,0
LOC105372116,0,0,0,0,0,0
MRO,0,0,0,1,0,3
ME2,3999,4489,4046,3604,2359,2236
ELAC1,359,434,438,473,399,432
LOC107985152,92,119,103,106,99,122
LOC105372117,184,158,117,153,172,238
SMAD4,5202,4847,5515,5359,5477,5909
MEX3C,3538,3346,3934,2844,2799,2737
LOC105372118,46,32,31,13,13,14
LINC01630,0,0,0,0,1,0
LOC105372120,0,0,0,0,0,0
LOC105372121,0,0,0,0,0,0
